cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
show	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
cat-file	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
ls-tree	/Users/marcio/.roundfix/worktrees/roundfix-339f8dac/run_20260803T171129Z_3d4f7965e9921af4
